Country,Code,Year,GDP,Growth,CPI,Imports,Exports,Population
Afghanistan,AFG,1982.0,,,,,,1.2749645e7
Afghanistan,AFG,1983.0,,,,,,1.2389269e7
Afghanistan,AFG,1984.0,,,,,,1.2047115e7
Afghanistan,AFG,1985.0,,,,,,1.178305e7
Afghanistan,AFG,1986.0,,,,,,1.1601041e7
Afghanistan,AFG,1987.0,,,,,,1.1502761e7
Afghanistan,AFG,1988.0,,,,,,1.1540888e7
Afghanistan,AFG,1989.0,,,,,,1.1777609e7
Afghanistan,AFG,1990.0,,,,,,1.2249114e7
Afghanistan,AFG,1991.0,,,,,,1.2993657e7
Afghanistan,AFG,1992.0,,,,,,1.3981231e7
Afghanistan,AFG,1993.0,,,,,,1.5095099e7
Afghanistan,AFG,1994.0,,,,,,1.6172719e7
Afghanistan,AFG,1995.0,,,,,,1.7099541e7
Afghanistan,AFG,1996.0,,,,,,1.7822884e7
Afghanistan,AFG,1997.0,,,,,,1.8381605e7
Afghanistan,AFG,1998.0,,,,,,1.8863999e7
Afghanistan,AFG,1999.0,,,,,,1.9403676e7
Afghanistan,AFG,2000.0,,,,,,2.0093756e7
Afghanistan,AFG,2001.0,,,,,,2.0966463e7
Afghanistan,AFG,2002.0,4.05517956634981e9,,,70.3293615651536,32.7798412726062,2.1979923e7
Afghanistan,AFG,2003.0,4.51555880810994e9,8.83227780370231,,71.9935934893108,44.3689481305496,2.3064851e7
Afghanistan,AFG,2004.0,5.22677880889209e9,1.41411798021916,63.5233948093157,60.6639232936629,30.9215873752968,2.4118979e7
Afghanistan,AFG,2005.0,6.20913762477181e9,11.2297148388595,71.5821433759539,70.7746463367921,28.448347745716,2.5070798e7
Afghanistan,AFG,2006.0,6.97128559468013e9,5.35740324754602,76.4387030058668,74.5044012766033,25.3178084241677,2.589345e7
Afghanistan,AFG,2007.0,9.74787953186311e9,13.8263195390595,83.0740187275294,62.2757565321969,19.1176988860867,2.6616792e7
Afghanistan,AFG,2008.0,1.01092258136696e10,3.92498382284523,105.021064735005,73.1213663789153,26.9485914693821,2.7294031e7
Afghanistan,AFG,2009.0,1.24390870767667e10,21.390528405312,97.8679108385313,66.6645503895639,22.7003233834436,2.8004331e7
Afghanistan,AFG,2010.0,1.58565747314411e10,14.3624414596815,100.0,62.750313922893,18.5741706990603,2.8803167e7
Afghanistan,AFG,2011.0,1.78042929641045e10,0.426354792856571,111.804185808913,66.8747089278908,21.9049520576614,2.9708599e7
Afghanistan,AFG,2012.0,1.99073170656667e10,12.7522870825788,119.005731346616,62.6202604187822,18.9665412856843,3.0696958e7
Afghanistan,AFG,2013.0,2.05610695582152e10,5.60074466131904,127.795223073732,55.1523271838943,19.5915817114032,3.1731688e7
Afghanistan,AFG,2014.0,2.04848851197348e10,2.72454336495028,133.768366733582,51.4135473635928,15.7823773876924,3.275802e7
Afghanistan,AFG,2015.0,1.99071114189938e10,1.45131465458005,132.883209191418,43.4375425849813,11.6879840129778,3.3736494e7
Afghanistan,AFG,2016.0,1.90463577144928e10,2.2603142045464,138.708665508891,41.7256945837374,5.93336084187306,3.4656032e7
Afghanistan,AFG,2017.0,1.95439768954248e10,2.66529204636834,145.610741438593,45.3320652802564,5.90481551542003,3.5530081e7
Albania,ALB,1960.0,,,,,,1.6088e6
Albania,ALB,1961.0,,,,,,1.6598e6
Albania,ALB,1962.0,,,,,,1.711319e6
Albania,ALB,1963.0,,,,,,1.762621e6
Albania,ALB,1964.0,,,,,,1.814135e6
Albania,ALB,1965.0,,,,,,1.864791e6
Albania,ALB,1966.0,,,,,,1.914573e6
Albania,ALB,1967.0,,,,,,1.965598e6
Albania,ALB,1968.0,,,,,,2.022272e6
Albania,ALB,1969.0,,,,,,2.081695e6
Albania,ALB,1970.0,,,,,,2.135479e6
Albania,ALB,1971.0,,,,,,2.187853e6
Albania,ALB,1972.0,,,,,,2.243126e6
Albania,ALB,1973.0,,,,,,2.296752e6
Albania,ALB,1974.0,,,,,,2.350124e6
Albania,ALB,1975.0,,,,,,2.404831e6
Albania,ALB,1976.0,,,,,,2.458526e6
Albania,ALB,1977.0,,,,,,2.513546e6
Albania,ALB,1978.0,,,,,,2.566266e6
Albania,ALB,1979.0,,,,,,2.617832e6
Albania,ALB,1980.0,,,,23.5366005935177,23.9574919106695,2.671997e6
Albania,ALB,1981.0,,5.7456352920068,,22.2899596239822,23.8105066597225,2.726056e6
Albania,ALB,1982.0,,2.94859680156875,,24.7376437022741,20.0729179060642,2.784278e6
Albania,ALB,1983.0,,1.104938261827,,21.558592462639,18.8520751406844,2.84396e6
Albania,ALB,1984.0,1.85733801185488e9,-1.25159664469852,,20.075351594758,18.0403314265347,2.904429e6
Albania,ALB,1985.0,1.89705013342015e9,1.7806439597726,,19.1144514025886,16.8203725696072,2.964762e6
Albania,ALB,1986.0,2.09732625e9,5.63724317825188,,16.0311247475208,15.6061801305352,3.022635e6
Albania,ALB,1987.0,2.08079625e9,-0.787842655012881,,16.1296420781227,16.0299218388153,3.083605e6
Albania,ALB,1988.0,2.05123625e9,-1.42003965482256,,19.9184766016104,16.9793941336596,3.142336e6
Albania,ALB,1989.0,2.25309e9,9.83654897047626,,21.4727330022325,18.5933534612466,3.227943e6
Albania,ALB,1990.0,2.02855375e9,-9.57564016948645,,24.0318995737727,15.4050638293415,3.286542e6
Albania,ALB,1991.0,1.09955902777778e9,-29.5889977012911,5.11476319055453,28.5857013386048,7.48481872467814,3.26679e6
Albania,ALB,1992.0,6.52174990837304e8,-7.19999998616406,16.6744052854876,96.2858807479086,12.4995914932505,3.247039e6
Albania,ALB,1993.0,1.18531546846295e9,9.60000004540534,30.8484420189515,64.5395029570264,15.9788298133865,3.227287e6
Albania,ALB,1994.0,1.8809515203972e9,8.29999997982695,37.8094092156115,41.1188903879182,11.983694347693,3.207536e6
Albania,ALB,1995.0,2.39276485342107e9,13.2999999923636,40.7559791036701,34.9697653759195,12.6408294970517,3.187784e6
Albania,ALB,1996.0,3.19964133593751e9,9.10000000771618,45.9423721802302,33.2750127856585,11.6204438941377,3.168033e6
Albania,ALB,1997.0,2.2585139740968e9,-10.92,61.186177324196,35.228356533182,10.1972691383661,3.148281e6
Albania,ALB,1998.0,2.54596454088383e9,8.83000000000003,73.8167535553786,36.6703217893818,11.4671246829917,3.12853e6
Albania,ALB,1999.0,3.21212165097755e9,12.8900000000001,74.10422378836,34.1693079708021,16.8417516918624,3.108778e6
Albania,ALB,2000.0,3.48035525804122e9,6.9499999999999,74.1412893400533,43.3388733816308,20.1153633586659,3.089027e6
Albania,ALB,2001.0,3.9221007935403e9,8.29000000000005,76.4452953510446,45.1575919027277,21.3334303548325,3.060173e6
Albania,ALB,2002.0,4.34806824219512e9,4.54000000000005,82.3854967754163,47.5795011908389,20.9456603996108,3.05101e6
Albania,ALB,2003.0,5.61149625714231e9,5.53000000000003,82.7842447315689,46.1731524571442,20.8474366200508,3.039616e6
Albania,ALB,2004.0,7.18468578151876e9,5.50999999999986,84.671741380676,44.8295682540371,22.2175377140564,3.026939e6
Albania,ALB,2005.0,8.05207353938058e9,5.53000000000009,86.6755675346977,47.8593270269834,23.0129961214331,3.011487e6
Albania,ALB,2006.0,8.8960729189814e9,5.89999999999988,88.7304097599339,49.057503136691,25.2095997066693,2.992547e6
Albania,ALB,2007.0,1.06773241444289e10,5.98,91.3325909428359,54.95418051056,28.2478602381288,2.970017e6
Albania,ALB,2008.0,1.28813535078539e10,7.50000000000016,94.4042316258352,52.1493028437756,25.3024033105205,2.947314e6
Albania,ALB,2009.0,1.2044208085864e10,3.34999999999998,96.5107646622123,49.8541876468614,25.240747734139,2.927519e6
Albania,ALB,2010.0,1.19269572546288e10,3.70999999999992,100.0,48.563984043819,27.9794618620653,2.913021e6
Albania,ALB,2011.0,1.28908667426533e10,2.55000000000001,103.4428359317,51.9770510155126,29.2415025403191,2.905195e6
Albania,ALB,2012.0,1.23197848862038e10,1.41999999999996,105.549368968077,47.5726865999755,28.9374862602425,2.900401e6
Albania,ALB,2013.0,1.2776280961155e10,1.00000000000004,107.581662954714,46.9574157459003,28.9163462471473,2.895092e6
Albania,ALB,2014.0,1.32282478441247e10,1.77000000000005,109.31700074239,47.1948427046416,28.2129713575168,2.889104e6
Albania,ALB,2015.0,1.13869314897968e10,2.21999999999991,111.404974016333,44.5336319211996,27.2673841792587,2.880703e6
Albania,ALB,2016.0,1.18836821708236e10,3.35000000000005,112.825527004454,45.7458425718742,28.9234170998698,2.876101e6
Albania,ALB,2017.0,1.30385383002644e10,3.83554384465101,115.075186896808,46.5571844939036,31.5242715820736,2.873457e6
Algeria,DZA,1960.0,2.72364855175208e9,,,67.1436317062962,39.043172595018,1.1124888e7
Algeria,DZA,1961.0,2.43477664573628e9,-13.6054413259302,,67.5037710393941,46.2445568889055,1.1404859e7
Algeria,DZA,1962.0,2.00146886773344e9,-19.685041825216,,20.8186466819923,19.79387267512,1.1690153e7
Algeria,DZA,1963.0,2.70301486732834e9,34.3137287827467,,36.8255151428299,24.6846820545111,1.1985136e7
Algeria,DZA,1964.0,2.90935179258659e9,5.83941300668009,,29.4397625286893,25.0840587279266,1.229597e7
Algeria,DZA,1965.0,3.1362588969233e9,6.206898209971,,25.8330783500862,22.6039435563255,1.2626952e7
Algeria,DZA,1966.0,3.03983455874906e9,-4.80497094330889,,24.6535720040753,25.9861975178091,1.2980267e7
Algeria,DZA,1967.0,3.37084306576735e9,9.45296256284387,,21.631769324965,23.434416768712,1.3354197e7
Algeria,DZA,1968.0,3.85211581697758e9,10.7962385727714,,24.1872543580569,23.1356346033587,1.3744387e7
Algeria,DZA,1969.0,4.25721877215369e9,8.43328028217051,2.56902453351968,28.070758079996,23.7887768242961,1.4144438e7
Algeria,DZA,1970.0,4.86348749265763e9,8.86265710850896,2.73858015270629,29.1526684055845,22.0727334005425,1.4550034e7
Algeria,DZA,1971.0,5.07722236697472e9,-11.3317191681938,2.81051283964484,27.6637775284367,18.4425191541398,1.4960109e7
Algeria,DZA,1972.0,6.76178638654713e9,27.4239694802383,2.91327382098562,25.7268683015027,20.4495619832458,1.5377093e7
Algeria,DZA,1973.0,8.71510593049101e9,3.81317629707436,3.093105538332,31.5897635298628,25.5036630012744,1.5804428e7
Algeria,DZA,1974.0,1.32097136433219e10,7.49491770344765,3.23846950986223,35.4897756232698,38.7490436138728,1.6247113e7
Algeria,DZA,1975.0,1.55579342684965e10,5.04534161311491,3.50500580522346,42.9655991893928,33.6889362162921,1.6709099e7
Algeria,DZA,1976.0,1.7728347374994e10,8.38675648360112,3.8355536285299,37.1186729568061,33.0545839253536,1.7190239e7
Algeria,DZA,1977.0,2.0971901273271e10,5.25858598739262,4.29540902002563,41.7403173005898,30.58656693011,1.7690184e7
Algeria,DZA,1978.0,2.63644913134471e10,9.21483570123162,5.04813320836617,40.1687321682685,25.5358367212767,1.8212326e7
Algeria,DZA,1979.0,3.32434221576311e10,7.47782655012739,5.62102567932607,32.8657490800092,31.1483002053416,1.8760761e7
Algeria,DZA,1980.0,4.23452773420195e10,0.790606972981209,6.15602503844653,30.3384616947124,34.3384614657894,1.9337715e7
Algeria,DZA,1981.0,4.43486726678715e10,2.99999608742773,7.05818082046753,30.8777428614597,34.5872507738721,1.9943664e7
Algeria,DZA,1982.0,4.52070887156483e10,6.40000411580053,7.51996298035484,28.9980749459833,30.9248563230201,2.0575701e7
Algeria,DZA,1983.0,4.88013698003675e10,5.40000302352237,7.96869149889254,25.8023112440766,27.9418061120348,2.1228289e7
Algeria,DZA,1984.0,5.36982789059678e10,5.59999652973113,8.61546221276254,27.4663675069292,25.7100161819841,2.1893853e7
Algeria,DZA,1985.0,5.79378686701937e10,3.6999972551931,9.51855969211015,26.7421877427078,23.5839328880834,2.2565905e7
Algeria,DZA,1986.0,6.36963018928116e10,0.400001002558241,10.6961586953676,23.1719532337981,12.8547573361278,2.3241272e7
Algeria,DZA,1987.0,6.67422677731959e10,-0.699997525864305,11.4920877715448,18.4121097433912,14.2724747252216,2.3917897e7
Algeria,DZA,1988.0,5.90890671873943e10,-1.00000549032958,12.1714477074316,22.6037193991007,15.5078678786413,2.4591492e7
Algeria,DZA,1989.0,5.56314898015508e10,4.40000216037426,13.3039231725121,28.5140563708175,18.6392633357627,2.5257672e7
Algeria,DZA,1990.0,6.20450996427774e10,0.800000579981415,15.51936355384,24.9370285987113,23.4436850828471,2.5912367e7
Algeria,DZA,1991.0,4.57153670871001e10,-1.20000058439054,19.5367660532134,23.5997645372107,29.11782217052,2.6554329e7
Algeria,DZA,1992.0,4.80032982231178e10,1.80000230101803,25.7239938107487,23.8694899566974,25.3195942793437,2.7181094e7
Algeria,DZA,1993.0,4.9946455210966e10,-2.10000075921401,31.0077860314867,23.138936373697,21.7838769961664,2.7786259e7
Algeria,DZA,1994.0,4.25425713055136e10,-0.899996548849487,40.0148210875034,26.0537125425428,22.5307252452381,2.8362253e7
Algeria,DZA,1995.0,4.17640524578814e10,3.79999478987638,51.9310853466031,28.9962292290876,26.1947759790559,2.8904298e7
Algeria,DZA,1996.0,4.69414967798499e10,4.09999846975579,61.6313321735073,23.9446995515946,29.7604483251847,2.9411415e7
Algeria,DZA,1997.0,4.81778625019495e10,1.09999993785055,65.1649786270048,21.3376001260742,30.9063113798645,2.9886839e7
Algeria,DZA,1998.0,4.8187747528899e10,5.10000361050234,68.3907504003648,22.516096548704,22.5783540098039,3.0335732e7
Algeria,DZA,1999.0,4.86405745666476e10,3.20000155059535,70.2000353167834,22.7789989545033,28.1501164983628,3.0765613e7
Algeria,DZA,2000.0,5.47902456005846e10,3.81967849559879,70.4381279952933,20.7886257603489,42.0697183238118,3.118366e7
Algeria,DZA,2001.0,5.47447143961666e10,3.00839546613716,73.4148350773088,22.0168577328644,36.6893047524956,3.1592153e7
Algeria,DZA,2002.0,5.67602889736703e10,5.60932318983274,74.4560790953083,25.6296317330424,35.5045331051175,3.1995046e7
Algeria,DZA,2003.0,6.78638298804832e10,7.20187224401604,77.6345748311131,23.8759429702969,38.2488291071572,3.2403514e7
Algeria,DZA,2004.0,8.5324998813604e10,4.30162426436429,80.7103016516726,25.6481996722076,40.0532264952068,3.2831096e7
Algeria,DZA,2005.0,1.03198228458588e11,5.90779126808133,81.8260784457657,24.0734043582286,47.205193239313,3.3288437e7
Algeria,DZA,2006.0,1.1702730474654e11,1.68448831869128,83.7174875822751,21.919325860296,48.810688221487,3.3777915e7
Algeria,DZA,2007.0,1.34977087734008e11,3.37287515437164,86.7974503902714,24.8699633870814,47.0681635490012,3.4300076e7
Algeria,DZA,2008.0,1.71000691877714e11,2.36013486105327,91.0145831804057,28.7111769178343,47.9733451352038,3.4860715e7
Algeria,DZA,2009.0,1.37211039898193e11,1.63224383752232,96.2361447551934,35.9526777107593,35.3716506431356,3.546576e7
Algeria,DZA,2010.0,1.61207268655392e11,3.63414535334246,100.0,31.4221139098984,38.4445478458848,3.6117637e7
Algeria,DZA,2011.0,2.00019057307655e11,2.89186599464848,104.524211505053,28.6853215696516,38.7869538761133,3.6819558e7
Algeria,DZA,2012.0,2.09058991952125e11,3.37476865068784,113.81793046074,28.5144313585075,36.8905475681754,3.7565847e7
Algeria,DZA,2013.0,2.09755003250664e11,2.76763886677112,117.521838067973,30.4009257967918,33.2098977866243,3.8338562e7
Algeria,DZA,2014.0,2.13810022462428e11,3.78912121166823,120.94986420025,31.926659337883,30.2191174257954,3.9113313e7
Algeria,DZA,2015.0,1.65979277276907e11,3.76346695783126,126.736646357875,36.5233508297033,23.1717782907161,3.9871528e7
Algeria,DZA,2016.0,1.60129866569935e11,3.29999999975597,134.844870195013,35.0322328950993,20.8600106281793,4.0606052e7
Algeria,DZA,2017.0,1.67555280113181e11,1.60000000052275,142.384203185789,33.5014652299531,22.6388868549416,4.1318142e7
American Samoa,ASM,1960.0,,,,,,20013.0
American Samoa,ASM,1961.0,,,,,,20486.0
American Samoa,ASM,1962.0,,,,,,21117.0
American Samoa,ASM,1963.0,,,,,,21882.0
American Samoa,ASM,1964.0,,,,,,22698.0
American Samoa,ASM,1965.0,,,,,,23520.0
American Samoa,ASM,1966.0,,,,,,24321.0
American Samoa,ASM,1967.0,,,,,,25116.0
American Samoa,ASM,1968.0,,,,,,25885.0
American Samoa,ASM,1969.0,,,,,,26614.0
American Samoa,ASM,1970.0,,,,,,27292.0
American Samoa,ASM,1971.0,,,,,,27916.0
American Samoa,ASM,1972.0,,,,,,28492.0
American Samoa,ASM,1973.0,,,,,,29014.0
American Samoa,ASM,1974.0,,,,,,29488.0
American Samoa,ASM,1975.0,,,,,,29932.0
American Samoa,ASM,1976.0,,,,,,30321.0
American Samoa,ASM,1977.0,,,,,,30689.0
American Samoa,ASM,1978.0,,,,,,31102.0
American Samoa,ASM,1979.0,,,,,,31673.0
American Samoa,ASM,1980.0,,,,,,32457.0
American Samoa,ASM,1981.0,,,,,,33493.0
American Samoa,ASM,1982.0,,,,,,34738.0
American Samoa,ASM,1983.0,,,,,,36160.0
American Samoa,ASM,1984.0,,,,,,37688.0
American Samoa,ASM,1985.0,,,,,,39241.0
American Samoa,ASM,1986.0,,,,,,40837.0
American Samoa,ASM,1987.0,,,,,,42450.0
American Samoa,ASM,1988.0,,,,,,44047.0
American Samoa,ASM,1989.0,,,,,,45593.0
American Samoa,ASM,1990.0,,,,,,47038.0
American Samoa,ASM,1991.0,,,,,,48375.0
American Samoa,ASM,1992.0,,,,,,49593.0
American Samoa,ASM,1993.0,,,,,,50720.0
American Samoa,ASM,1994.0,,,,,,51803.0
American Samoa,ASM,1995.0,,,,,,52868.0
American Samoa,ASM,1996.0,,,,,,53929.0
American Samoa,ASM,1997.0,,,,,,54941.0
American Samoa,ASM,1998.0,,,,,,55901.0
American Samoa,ASM,1999.0,,,,,,56770.0
American Samoa,ASM,2000.0,,,,,,57521.0
American Samoa,ASM,2001.0,,,,,,58175.0
American Samoa,ASM,2002.0,5.14e8,,,108.75486381323,100.778210116732,58731.0
American Samoa,ASM,2003.0,5.27e8,0.814111261872426,,108.349146110057,97.3434535104364,59117.0
American Samoa,ASM,2004.0,5.12e8,0.538358008075377,,110.7421875,89.84375,59264.0
American Samoa,ASM,2005.0,5.03e8,-0.401606425702823,,122.0675944334,99.0059642147117,59118.0
American Samoa,ASM,2006.0,4.96e8,-4.16666666666666,,127.822580645161,99.7983870967742,58650.0
American Samoa,ASM,2007.0,5.2e8,1.96353436185133,,119.423076923077,97.1153846153846,57903.0
American Samoa,ASM,2008.0,5.63e8,-2.61348005502062,,133.92539964476,113.854351687389,57030.0
American Samoa,ASM,2009.0,6.78e8,-4.23728813559323,,82.0058997050148,78.1710914454277,56227.0
American Samoa,ASM,2010.0,5.76e8,0.442477876106182,,93.2291666666667,63.1944444444444,55637.0
American Samoa,ASM,2011.0,5.74e8,0.293685756240819,,97.3867595818815,58.3623693379791,55320.0
American Samoa,ASM,2012.0,6.44e8,-4.39238653001463,,99.8447204968944,74.8447204968944,55230.0
American Samoa,ASM,2013.0,6.41e8,-2.75650842266464,,100.0,71.2948517940718,55307.0
American Samoa,ASM,2014.0,6.43e8,0.944881889763806,,105.443234836703,66.2519440124417,55437.0
American Samoa,ASM,2015.0,6.61e8,1.24804992199688,,99.3948562783661,64.5990922844176,55537.0
American Samoa,ASM,2016.0,6.53e8,-2.61941448382126,,97.0903522205207,65.3905053598775,55599.0
American Samoa,ASM,2017.0,6.34e8,-5.37974683544303,,92.7444794952681,57.4132492113565,55641.0
Andorra,AND,1960.0,,,,,,13411.0
Andorra,AND,1961.0,,,,,,14375.0
Andorra,AND,1962.0,,,,,,15370.0
Andorra,AND,1963.0,,,,,,16412.0
Andorra,AND,1964.0,,,,,,17469.0
Andorra,AND,1965.0,,,,,,18549.0
Andorra,AND,1966.0,,,,,,19647.0
Andorra,AND,1967.0,,,,,,20758.0
Andorra,AND,1968.0,,,,,,21890.0
Andorra,AND,1969.0,,,,,,23058.0
Andorra,AND,1970.0,7.86192060850963e7,,,,,24276.0
Andorra,AND,1971.0,8.94098203592814e7,4.64946536081882,,,,25559.0
Andorra,AND,1972.0,1.13408231944085e8,8.14974348860618,,,,26892.0
Andorra,AND,1973.0,1.50820102798401e8,7.78846720294044,,,,28232.0
Andorra,AND,1974.0,1.86558696279204e8,5.61878972962946,,,,29520.0
Andorra,AND,1975.0,2.20127246376812e8,0.542205658763677,,,,30705.0
Andorra,AND,1976.0,2.27281024620741e8,3.30378704950753,,,,31777.0
Andorra,AND,1977.0,2.54020153340635e8,2.83857556610091,,,,32771.0
Andorra,AND,1978.0,3.08008897569444e8,1.46300017893421,,,,33737.0
Andorra,AND,1979.0,4.11578334159643e8,0.0415571951292577,,,,34818.0
Andorra,AND,1980.0,4.46416105825017e8,2.20872760693054,,,,36067.0
Andorra,AND,1981.0,3.88958731302938e8,-0.132474511474584,,,,37500.0
Andorra,AND,1982.0,3.75895956383462e8,1.24646111342553,,,,39114.0
Andorra,AND,1983.0,3.27861832946636e8,1.7701183169325,,,,40867.0
Andorra,AND,1984.0,3.30070689298282e8,1.78468669356819,,,,42706.0
Andorra,AND,1985.0,3.46737964774951e8,2.32143303219918,,,,44600.0
Andorra,AND,1986.0,4.8200059403588e8,3.2533217783064,,,,46517.0
Andorra,AND,1987.0,6.11316399407088e8,5.54712217053806,,,,48455.0
Andorra,AND,1988.0,7.2142593915155e8,5.0943262032322,,,,50434.0
Andorra,AND,1989.0,7.95449332396346e8,4.82703424406914,,,,52448.0
Andorra,AND,1990.0,1.02904848188051e9,3.78138758962916,,,,54509.0
Andorra,AND,1991.0,1.10692858286629e9,2.54600287187641,,,,56671.0
Andorra,AND,1992.0,1.21001365187713e9,0.929211956288896,,,,58888.0
Andorra,AND,1993.0,1.00702575500065e9,-1.0314840109579,,,,60971.0
Andorra,AND,1994.0,1.01754912433238e9,2.38318769098804,,,,62677.0
Andorra,AND,1995.0,1.17873899119295e9,2.75749918732973,,,,63850.0
Andorra,AND,1996.0,1.22394535662682e9,4.6497401487506,,,,64360.0
Andorra,AND,1997.0,1.18059727272727e9,9.06767219910513,,,,64327.0
Andorra,AND,1998.0,1.21193239781713e9,3.19479029605851,,,,64142.0
Andorra,AND,1999.0,1.23987630513531e9,4.09908083663409,,,,64370.0
Andorra,AND,2000.0,1.43442970333518e9,3.52836129711109,,,,65390.0
Andorra,AND,2001.0,1.49691275167785e9,4.54676831970609,,,,67341.0
Andorra,AND,2002.0,1.73311688311688e9,6.47101467082791,,,,70049.0
Andorra,AND,2003.0,2.39864559819413e9,12.1687198869046,,,,73182.0
Andorra,AND,2004.0,2.93565929972684e9,7.64786979021986,,,,76244.0
Andorra,AND,2005.0,3.25578908096008e9,7.39698271536501,,,,78867.0
Andorra,AND,2006.0,3.54325680592147e9,4.53635311915991,,,,80991.0
Andorra,AND,2007.0,4.01697235149192e9,0.0400110668908411,,,,82683.0
Andorra,AND,2008.0,4.00735315658415e9,-8.59000378676674,,,,83861.0
Andorra,AND,2009.0,3.66053070297305e9,-3.69065350958853,,,,84462.0
Andorra,AND,2010.0,3.35569536423841e9,-5.35882577533336,,,,84449.0
Andorra,AND,2011.0,3.44206283013622e9,-4.64654305163337,,,,83751.0
Andorra,AND,2012.0,3.16461518694591e9,-1.61521818298665,,,,82431.0
Andorra,AND,2013.0,3.28158523632501e9,0.35164500185077,,,,80788.0
Andorra,AND,2014.0,3.35073636725488e9,2.2776831530642,,,,79223.0
Andorra,AND,2015.0,2.81148940889431e9,0.842203518374134,,,,78014.0
Andorra,AND,2016.0,2.87731194690265e9,1.8891243866394,,,,77281.0
Andorra,AND,2017.0,3.01291413116971e9,1.87319661596115,,,,76965.0
Angola,AGO,1960.0,,,,,,5.643182e6
Angola,AGO,1961.0,,,,,,5.753024e6
Angola,AGO,1962.0,,,,,,5.866061e6
Angola,AGO,1963.0,,,,,,5.980417e6
Angola,AGO,1964.0,,,,,,6.093321e6
Angola,AGO,1965.0,,,,,,6.203299e6
Angola,AGO,1966.0,,,,,,6.30977e6
Angola,AGO,1967.0,,,,,,6.414995e6
Angola,AGO,1968.0,,,,,,6.523791e6
Angola,AGO,1969.0,,,,,,6.642632e6
Angola,AGO,1970.0,,,,,,6.776381e6
Angola,AGO,1971.0,,,,,,6.927269e6
Angola,AGO,1972.0,,,,,,7.094834e6
Angola,AGO,1973.0,,,,,,7.27796e6
Angola,AGO,1974.0,,,,,,7.474338e6
Angola,AGO,1975.0,,,,,,7.682479e6
Angola,AGO,1976.0,,,,,,7.900997e6
Angola,AGO,1977.0,,,,,,8.130988e6
Angola,AGO,1978.0,,,,,,8.376147e6
Angola,AGO,1979.0,,,,,,8.641521e6
Angola,AGO,1980.0,5.93050340083228e9,,,,,8.9299e6
Angola,AGO,1981.0,5.55048303590815e9,-4.40000121936168,,,,9.244507e6
Angola,AGO,1982.0,5.55048303590815e9,0.0,,,,9.582156e6
Angola,AGO,1983.0,5.78434159636339e9,4.20000142834165,,,,9.931562e6
Angola,AGO,1984.0,6.13147506523832e9,6.00000216437297,,,,1.0277321e7
Angola,AGO,1985.0,7.55356045910428e9,3.49999948953466,,,,1.0609042e7
Angola,AGO,1986.0,7.07206334544786e9,2.90000174265121,,,,1.0921037e7
Angola,AGO,1987.0,8.08387201247326e9,4.08274863648847,,,,1.1218268e7
Angola,AGO,1988.0,8.76925054973596e9,6.12889047620018,,,,1.1513968e7
Angola,AGO,1989.0,1.02010990395655e10,0.0416214618442581,,,,1.1827237e7
Angola,AGO,1990.0,1.12287649631618e10,-3.45009868360484,2.22008150730772e-8,,,1.2171441e7
